id,Umsatz
1808011.0,140.1358375
1808012.0,429.9958386
1808013.0,182.93675259999998
1808014.0,108.18735949999999
1808015.0,299.2442446
1808021.0,140.1358375
1808022.0,429.9958386
1808023.0,182.93675259999998
1808024.0,108.18735949999999
1808025.0,299.2442446
1808031.0,140.1358375
1808032.0,429.9958386
1808033.0,182.93675259999998
1808034.0,108.18735949999999
1808035.0,299.2442446
1808041.0,192.54119300000002
1808042.0,482.4011941
1808043.0,235.3421081
1808044.0,160.592715
1808045.0,351.64960010000004
1808051.0,192.54119300000002
1808052.0,482.4011941
1808053.0,235.3421081
1808054.0,160.592715
1808055.0,351.64960010000004
1808061.0,140.1358375
1808062.0,429.9958386
1808063.0,182.93675259999998
1808064.0,108.18735949999999
1808065.0,299.2442446
1808071.0,140.1358375
1808072.0,429.9958386
1808073.0,182.93675259999998
1808074.0,108.18735949999999
1808075.0,299.2442446
1808081.0,140.1358375
1808082.0,429.9958386
1808083.0,182.93675259999998
1808084.0,108.18735949999999
1808085.0,299.2442446
1808091.0,140.1358375
1808092.0,429.9958386
1808093.0,182.93675259999998
1808094.0,108.18735949999999
1808095.0,299.2442446
1808101.0,140.1358375
1808102.0,429.9958386
1808103.0,182.93675259999998
1808104.0,108.18735949999999
1808105.0,299.2442446
1808111.0,192.54119300000002
1808112.0,482.4011941
1808113.0,235.3421081
1808114.0,160.592715
1808115.0,351.64960010000004
1808121.0,192.54119300000002
1808122.0,482.4011941
1808123.0,235.3421081
1808124.0,160.592715
1808125.0,351.64960010000004
1808131.0,140.1358375
1808132.0,429.9958386
1808133.0,182.93675259999998
1808134.0,108.18735949999999
1808135.0,299.2442446
1808141.0,140.1358375
1808142.0,429.9958386
1808143.0,182.93675259999998
1808144.0,108.18735949999999
1808145.0,299.2442446
1808151.0,140.1358375
1808152.0,429.9958386
1808153.0,182.93675259999998
1808154.0,108.18735949999999
1808155.0,299.2442446
1808161.0,140.1358375
1808162.0,429.9958386
1808163.0,182.93675259999998
1808164.0,108.18735949999999
1808165.0,299.2442446
1808171.0,140.1358375
1808172.0,429.9958386
1808173.0,182.93675259999998
1808174.0,108.18735949999999
1808175.0,299.2442446
1808181.0,192.54119300000002
1808182.0,482.4011941
1808183.0,235.3421081
1808184.0,160.592715
1808185.0,351.64960010000004
1808191.0,192.54119300000002
1808192.0,482.4011941
1808193.0,235.3421081
1808194.0,160.592715
1808195.0,351.64960010000004
1808201.0,140.1358375
1808202.0,429.9958386
1808203.0,182.93675259999998
1808204.0,108.18735949999999
1808205.0,299.2442446
1808211.0,140.1358375
1808212.0,429.9958386
1808213.0,182.93675259999998
1808214.0,108.18735949999999
1808215.0,299.2442446
1808221.0,140.1358375
1808222.0,429.9958386
1808223.0,182.93675259999998
1808224.0,108.18735949999999
1808225.0,299.2442446
1808231.0,140.1358375
1808232.0,429.9958386
1808233.0,182.93675259999998
1808234.0,108.18735949999999
1808235.0,299.2442446
1808241.0,140.1358375
1808242.0,429.9958386
1808243.0,182.93675259999998
1808244.0,108.18735949999999
1808245.0,299.2442446
1808251.0,192.54119300000002
1808252.0,482.4011941
1808253.0,235.3421081
1808254.0,160.592715
1808255.0,351.64960010000004
1808261.0,192.54119300000002
1808262.0,482.4011941
1808263.0,235.3421081
1808264.0,160.592715
1808265.0,351.64960010000004
1808271.0,140.1358375
1808272.0,429.9958386
1808273.0,182.93675259999998
1808274.0,108.18735949999999
1808275.0,299.2442446
1808281.0,140.1358375
1808282.0,429.9958386
1808283.0,182.93675259999998
1808284.0,108.18735949999999
1808285.0,299.2442446
1808291.0,140.1358375
1808292.0,429.9958386
1808293.0,182.93675259999998
1808294.0,108.18735949999999
1808295.0,299.2442446
1808301.0,140.1358375
1808302.0,429.9958386
1808303.0,182.93675259999998
1808304.0,108.18735949999999
1808305.0,299.2442446
1808311.0,140.1358375
1808312.0,429.9958386
1808313.0,182.93675259999998
1808314.0,108.18735949999999
1808315.0,299.2442446
1809011.0,192.54119300000002
1809012.0,482.4011941
1809013.0,235.3421081
1809014.0,160.592715
1809015.0,351.64960010000004
1809021.0,192.54119300000002
1809022.0,482.4011941
1809023.0,235.3421081
1809024.0,160.592715
1809025.0,351.64960010000004
1809031.0,140.1358375
1809032.0,429.9958386
1809033.0,182.93675259999998
1809034.0,108.18735949999999
1809035.0,299.2442446
1809041.0,140.1358375
1809042.0,429.9958386
1809043.0,182.93675259999998
1809044.0,108.18735949999999
1809045.0,299.2442446
1809051.0,140.1358375
1809052.0,429.9958386
1809053.0,182.93675259999998
1809054.0,108.18735949999999
1809055.0,299.2442446
1809061.0,140.1358375
1809062.0,429.9958386
1809063.0,182.93675259999998
